Compound	Occurrences
tetramethyl-ammonium iodide	14
tetramethyl-ammonium; ethylate	2
tetramethylammonium 2-nitropropanate	1
tetramethylammonium benzenethiolate	1
tetramethylammonium borohydride	5
tetramethylammonium chlorodibromide	1
tetramethylammonium dibromoiodate(i)	20
tetramethylammonium difluoroacetate	1
tetramethylammonium hydrogen difluoride	3
tetramethylammonium hydrogen sulfate	4
tetramethylammonium hydroxide	8
tetramethylammonium hydroxide pentahydrate	2
tetramethylammonium methoxide	2
tetramethylammonium superoxide	1
tetramethylammonium tetrakis(acetato)borate	3
tetramethylammonium triacetoxyborohydride	434
tetramethylammonium tribromide	1
tetramethyldihydrodisiloxane	1
tetramethyldisiloxane	14
tetramethyldivinyldisiloxane	1
tetramethylene sulfide	162
tetramethylenebis(magnesium chloride)	20
tetramethylethylenediamine	17
tetramethylethylenediamine (tmeda)	10
tetramethylethylenediamine-n-butyllithium	1
tetramethylguanidine	4
tetramethylguanidinium p-nitrobenzaldoximate	1
tetramethylguanidinum azide	46
tetramethylheptane-3,5-dione	2
tetramethylorthosilicate	5
tetramethylpiperdinyloxy radical	1
tetramethylpiperidine	46
tetramethylpiperidine lithium	1
tetramethylpiperidine-n-oxy free radical	1
tetramethylpiperidinylmagnesium chloride lithium chloride	122
tetramethylpiperidinyloxy radical	8
tetramethylpiperidyl magnesium chloride licl	1
tetramethylpiperidyl magnesium chloride licl comlex	3
tetramethylpiperidyl mgcl licl	27
tetramethylquanidine	2
tetramethylsilane	15
tetramethylstannane	5
tetramethyltetrazene	1
tetramethylurea	5
tetramethysemiquinone radical anion	1
tetranitromethane	1
tetranormalbutyl ammonium fluoride	2
tetraoctylammonium (2-pyrrolidonide)	4
tetraoxochlorate(vii) anion	4
tetraphenyl stibonium bromide	4
tetraphenyl stibonium iodide	12
tetraphenyl tin	1
tetraphenyl-phosphonium chloride	12
tetraphenylcyclopentadienone	5
tetraphenylcyclopentadienone iron tricarbonyl	11
tetraphenyldisilane	22
tetraphenylethylene	4
tetraphenylphosphine	1
tetraphenylphosphonium	1
tetraphenylphosphonium peroxymonosulfate	2
tetraphenylporphinatoaluminium ethyl	3
tetraphenylporphyrin	13
tetraphenylporphyrinco	6
tetraphenylporphyrine	19
tetraphosphorus decasulfide	992
tetraphosphorus trisulfide	1
tetraphthaloyl chloride	13
tetrapolyphosphoric acid	3
tetrapropoxysilane	1
tetrapropyl-ammonium; azide	1
tetrapropylammonium (meta)periodate	25
tetrapropylammonium hydrogen sulfate	1
tetrapropylammonium perruthennate	2363
tetrasodium ethylenediaminetetraacetate	35
tetrasodium meso-tetra(4-sulfophenyl)porphyrinatoiron(ii)	3
tetrasodium-monoplumbide	2
tetrasubstituted stannane	2
tetrasulphur tetranitride	4
tetrasulphure tetranitride	1
tetrathiafulvalene	10
tetrathiomolybdate(vi)	8
tetrathylammonium fluoride	1
tetravinyl tin	1
tetrazolate	1
tetreamethyl ammonium hydroxide	223
tetrolic acid ethyl ester	1
tetrt-butanol	1
tf2nh	1
tf2o	1
tfa	23
tfa(80percent)	1
tfa*anisole	1
tfa*h-d-pro-pro-glu-nh2	22
tfa-d1 (trifluoroacetic acid-d1)	128
tfaa	21
tfayh2	1
tfe	5
tfe or meoh or thf or c5f5n or h2o	1
tfe-d3	8
tfetfa	66
tffa	2
tffh	2
tfn([al(me)cl]2)	1
tfn3	12
tfo2	14
tfoch2co2et	3
tfoh	15
tfoh2+b(otf)4-	5
tfp	1
tfpaa	1
tfx	1
tgf	1
th(cn)culi	2
th(netme)4	6
thalium ethoxide	2
thallic(iii) trifluoroacetate	177
thallium acetylacetonate	1
thallium amalgame	2
thallium bis(trifluoroacetate)	1
thallium ethylate	122
thallium hexafluorophosphate	2
thallium monobromide	4
thallium monochloride	10
thallium(i) fluoride	6
thallium(i) hydroxide	3
thallium(i) nitrate	7
thallium(i) sulphate	1
thallium(i) trifluoroacetate	11
thallium(iii) benzoate	1
thallium(iii) chloride	3
thallium(iii) nitrate	200
thallium(iii) nitrite	1
thallium(iii) perchlorate	5
thallium(iii) trifluoroacetate trifluoroacetic acid	1
thallium(iii) trifluoromethanesulfonate	1
thallous acetate	82
thallous carbonate	13
thbhcl*sme2	8
the highly active manganese	1
thermoanaerobacter ethanolicus (w110a tesadh)	7
thermolysin	25
thermolysin acoh	1
thermolysin from bacillus thermoproteolyticusrokko	4
thermolysin from theromproteolyticus rokko	6
thermolysisn	1
thermus nonproteolyticus hg102 e338a mutant	4
thexyl borane	2
thexylbh2	15
thexylborane	22
thexylborane-dimethylsulfide	2
thexylchloroborane	20
thexylchloroborane*methyl sulfide	13
thexylchloroborane-me2so4	14
thf	102
thf*dh3	3
thf-d8	1
thf-d8 (tetrahydrofuran-d8)	1333
thf]	1
thf`	4
thfl	1
thfytetrahydrofuranethanol	1
thg1205	4
thiamine chloride hydrochloride	30
thiamine diphosphate	141
thiamine diphosphate chloride hydrochloride	3
thiamine diphosphate-dependent yere from yersinia pseudotuberculosis	2
thiamine hydrochloride	8
thiamine pyrophosphate	8
thianthrene 5-oxide	21
thianthrene cation radical perchlorate	32
thianthrene cation radical tetrafluoroborate	3
thianthrene radical monocation tetrafluoroborate	2
thianthrenium perchlorate	1
thiantrenyl hexafluorophosphate	3
thiazolidine-4-carboxylic acid	1
thiazolium catalyst	7
thiazolium cyclophane	1
thien-2-yl bromide	1
thien-2-yl(cyano)copper lithium	54
thien-2-yl-lithium	7
thienyl-cu(cn)li	1
thioacetamide	1
thioacetic acid s-((1r,2s)-1-phenyl-2-piperidin-1-yl-propyl) ester	7
thioacetic acid s-ethoxydisulfanyl ester	2
thioacetic acid sodium salt	2
thioanisole	3
thiobenzoate	2
thiobenzoic s-acid	1
thiocyanate	4
thiocyanogen	1
thioether palladacycle acetate (c82h46f102s2o4pd2)	1
thioformaldehyde	1
thioketone	1
thiolacetic acid potassium salt	128
thionil difluoride	4
thionin adsorbed on liy zeolite	3
thionin adsorbed on nay zeolite	2
thionyl amide	9
thionyl bromide	174
thionyl chloride	22034
thionyl phosphate	1
thionyl tetrafluoride	8
thionylchloride pyridine	1
thiophen-2-yl-acetic acid	2
thiophene	50
thiophene-2-carbaldehyde	2
thiophene-2-carboxylic acid	19
thiophenethiopentanoic acid-derivatized resin	1
thiophenol	1549
thiophenol; antimony tris-benzenethiolate	1
thiophenoxide ion	1
thiophosgene	27
thiophosphoryl chloride fluoride	1
thiophosphoryl trichloride	96
thiophosphoryl tris(triazole)	1
thiophosphoryl(v) bromide	1
thioredoxin	1
thiosalicilyc acid	37
thiosemicarbazide	3
thiotomin	2
thiourea	919
thiourea catalyst	31
thiourea sulfone	5
thioxanthenone	15
thioxanthylium perchlorate	12
third generation phosphine dendrimer-stabilized palladium	16
thisf	3
thng	1
thnq	2
thorium oxide pumice stone	1
thorium(iv) dioxide	31
thp	3
thpta	1
threo-(1,2-dibromo-1-phenylpropyl)phosphate	1
threo-1,4-dimercapto-2,3-butanediol	56
threo-2,3-dimethoxy-butane	4
thtf	1
thulium(ii) diiodide	20
thyelmagnesium bromide	1
thylphenoxatiin	1
thylxanthene	1
thymidine-imprinted subtilisin carlsberg	1
thymidyl acetic acid	3
thymolsulfonephtalein	3
ti(0) catalyst	1
ti(3+)*no3(1-)	1
ti(4+) montmorillonite	16
ti(4+)*4c3h7o(1-)*2h2o*2c20h14o2	10
ti(acac)2cl2	12
ti(cp)2cl2	1
ti(dap)2(nme2)2	3
ti(diisopropyl tartrate)(oipr)2	2
ti(dppm)(nme2)2	1
ti(iii)	1
ti(iii)-citrate	8
ti(iv) complex with (r)-(-)-binaphthyl amino alcohol	1
ti(iv) complex with (s)-(-)-binaphthyl amino alcohol	1
ti(iv) silsesquioxane grafted on polysiloxane	2
ti(mu-r-binolato)6(mu3-oh)4	1
ti(n(c(ch3)3)(3,5-c6h3(ch3)2))3	1
ti(n(c(ch3)3)(3,5-c6h3(ch3)2)3	1
ti(n(ch3)2)2(c6h5conc6h3(ch(ch3)2)2)2	44
ti(n[t-bu](3,5-me2c6h3))3	10
ti(nme2)2(dmpm)	5
ti(nme2)2(dpma)	5
ti(nme2)2[2,2-bis-(1h-pyrrol-2-yl)-propane]-	4
ti(nme2)4	32
ti(oet)	1
ti(oi-pr)4	3
ti(oipr)	1
ti(oipr)(n3)	1
ti(oipr)2-salen	1
ti(oipr)4	15
ti(oipr4)	2
ti(opr)4	1
ti(osime3)lt;(c-c6h11)7si7o12gt;	1
ti(s,s)(taddol)	1
ti(salalen)	10
ti(sc6f5)2(nme2)2(nhme2)	11
ti(taddol)2	1
ti-(r)-binol-4-tert-butylcatechol	3
ti-(r,r)-3,5-t-bu2-salen	2
ti-beta zeolite	15
ti-containing polysiloxane	1
ti-ge-itq-7	2
ti-ge-mcm-41	6
ti-hms	1
ti-hybrid mesoporous silsesquioxane	1
ti-hybrid mesoporous silsesquioxane material-calcined	2
ti-mcm-41	4
ti-montmorillonite	3
ti-n complexes	3
ti-tadolate catalyst	1
ti-uvm-7	1
ti/ce/mcm-41	1
ti0.85v0.15o2	8
ti0.9v0.1o2	1
ti2co3	20
ti4(mu-binolato)6(mu3-oh)4	1
ti4(mu-r-binolato)6(mu3-oh)4	9
ti4+-exchanged montmorillonite	3
ti[o-(i-pr)]4	1
ticl2(och(ch3)2)2	1
ticl2(tbuc5h4)2	6
ticl3	33
ticl3(dme)2	2
ticl3(i-pro)	60
ticl3(tmeda)(thf)	1
ticl3*(thf)3	16
ticl3*1.5dme	4
ticl3+	2
ticl3-1,2-dimethoxyethane	38
ticl4	12
ticl4 (lombardo's reagent)	1
ticl4 or zrcl4 or hfcl4	1
ticl4 pyridine complex	1
ticl4(tetrahydrofuran)2	72
ticl4*thf	3
tieke zn	1
tif	10
tif4	75
tihf	1
tii4	17
tilead tetroxide	1
tin	923
tin (ii) catecholate	1
tin (ii) chloride dihydrate	129
tin (ii) triflate	6
tin bis(1,2-benzenedithiolate)	2
tin bis(1,2-benzenethiolate)	6
tin chloride	4
tin chloride dihydrate	19
tin dihydride	1
tin hydride	6
tin hydride reagent	1
tin hydride resin	3
tin nanoparticle	1
tin sulfide	1
tin tetrabromide	99
tin tetrachloride	3
tin tetraiodide	3
tin(ii) chloride dihdyrate	6
tin(ii) chloride hexahydrate	2
tin(ii) chloride hydrate	1
tin(ii) chloride tetrahydrate	2
tin(ii) glucoheptonate	1
tin(ii) trifluoromethanesulfonate	561
tin(ii) tris(benzenethiolate)-triethylamine	2
tin(iv) chloride	4500
tin(iv) chloride * 2 ether	9
tin(iv) chloride pentahydrate	11
tin(iv) oxide	13
tin(ll) chloride	4583
tin-tungsten mixed oxide catalyst	2
tin-tungsten mixed oxide, sn/w molar ratio = 2, calcined at 800 掳c	22
tio(cf3coo)2	1
tio2 included in zeolite y	1
tio2 loading pt(0.3) nanoparticles	9
tio2#dotag	2
tio2(e-)	3
tio2-c1b	1
tioet	2
tioglycolate	1
tiolacetic acid	8
tip2te	6
tip2teo	4
tips	6
tips-ebx	4
titan(iv)ethylate	1
titanate complex of (1r,2r)-(+)-1,2-bis(3,5-dichloro-2-hydroxybenzenesulfonamido)cyclohexane	1
titania nano-particle	18
titanic acid	1
titanium	44
titanium (iii) citrate	2
titanium (iv) bromide	139
titanium (iv) chloride	1
titanium (iv) isopropoxide	243
titanium binol derivative	4
titanium bis(mesitylenesulfonamido)	6
titanium bis(toluenesulfonamido)	4
titanium chloride	3
titanium complex 6	1
titanium dioxide	12
titanium isopropylate	5
titanium oxide	1
titanium pentachloride	1
titanium phosphinidene zwitterion	3
titanium phosphonate material (p/ti ratio of 2.5 and n-butylamine/diethylenetriamine penta(methylene phosphonic acid) ratio of 0.3) catalyst	1
titanium silicalite	3
titanium silicalite modified with nh4hf2 and h2o2	1
titanium silicalite tizsm-5(30)	3
titanium silicate	19
titanium silicate catalyst ts-2	3
titanium silsesquioxane-polystyrene copolymer on sba-15	1
titanium tetra-n-butoxide	84
titanium tetrachloride	10170
titanium tetrachloride-thf complex	16
titanium tetraethoxide	1256
titanium tetraisopropoxide	4
titanium(ii) diisopropoxide	2
titanium(iii)	7
titanium(iii) chloride	1002
titanium(iii) citrate	1
titanium(iv) cation	4
titanium(iv) isopropylate	5915
titanium(iv) methoxide	1
titanium(iv) oxide	279
titanium(iv) triflate	6
titanium(iv)isopropoxide	1
titanium(iv)isopropylate	1
titanium(iv)tetraisopropoxide	9
titanium(salen) complex	8
titanium-containing mesoporous silica	5
titanium-implanted silica	2
titanocene dichloride	74
titanocene hydride	9
titanocene monochloride	1
titriplex iii	1
ti{men(ch2ch2nsime3)2}(nnph2)(py)	1
tl(2,2,2)+	2
tl(acetylacetonato)	1
tl(no3)2*3h2o	1
tl(no3)3*3h2o	44
tl(o2cf3)3*tfa	1
tl(oac)3	52
tl(ococf3)2	4
tl(oet)	3
tl(oh)2	4
tl(ooccf3)2	9
tl2s2o3	13
tlbf4	4
tlc plate	1
tlc plate silica	1
tlc-silica gel	1
tlck-treated bovine alpha-chymotrypsin	18
tlcl4	1
tlf-2370c	1
tlno3	2
tloet	1
tlotf	1
tlpf6	11
tlpf6 or agbf4	2
tlpf6 or agbf4 or hgcl2	1
tly zeolite	2
tm	2
tm(at)er upconversion nanoparticles	1
tma nitrate	15
tmadcl	3
tmaf	2
tmaoh*5h2o	3
tmap	12
tmb*hbr	1
tmcl3*h2o	3
tmda	3
tmdcl	1
tmdotf	4
tmeada	1
tmed	10
tmeda	21
tmeda*pdme2	8
tmedae	1
tmen	2
tmeq[6]	4
tmg	222
tmga	6
tmgn3	1
tmno	3
tmoa	6
tmotf	1
tmp	13
tmp*hbr	7
tmp-zincate	1
tmp2mg*2licl	88
tmp2zn*2mgcl2*2licl	1
tmp2zn*2mgcl2*licl	2
tmp4zr*4mgcl2*6licl	22
tmpdcl	1
tmpm	9
tmpmgcl*licl	141
tmpp2pdcl2	4
tmpzncl*licl	258
tmpzncl路licl	25
tms-oet-acetylene	43
tms-polyphosphate	1
tms-protected alpha,alpha-diphenyl-2-pyrrolidinemethanol	1
tms-quinidine	27
tms-quinidine hydrochloride	17
tms-quinine	58
tms-snbu3	45
tms-substituted (1r,2r)-salen-co(iii)-sbf6	3
tmsb	11
tmsbr	5
tmscc(ch2)3mgx	1
tmscf2d	2
tmschn2	3
tmsi	2
tmsi-quinoline	3
tmsn3	22
tmso-(sihmeo)n-tms	6
tmsoch2cf3	21
tmsok	1
tmsotf	17
tmsotfs	1
tmsptf	1
tmssotf	2
tmstf	9
tnaf	1
tndxi-2	2
tninv	1
tnm	80
tnpp	1
tns-triflate	5
tnscl	2
tntu	1
to(m)rh(co)2	25
togni's reagent	1
togni?s reagent	37
tol-binap	2
toleuene	1
toleune	1
tolso2n=iph	26
toluene	232278
toluene + diethyl ether	1
toluene or ethylbenzene or 2,3-dimethyl-2-butene	1
toluene sulfonic acid (cat. amount)	1
toluene-2-sulfonic acid	115
toluene-4-sulfonamide	73
toluene-4-sulfonic acid	36889
toluene-4-sulfonic acid ; triethyl-methyl-ammonium salt	1
toluene-4-sulfonic acid hydrazide	750
toluene-4-sulfonicacid	2
toluene-4-sulfonyl iodide	3
toluene-d8	101
toluene-d8 or 9,10-dihydroanthracene-d4	1
toluene-d9	2
toluene`	1
toluenesulfonic acid nohohydrate	1
toluenesulfonic acide monohydrate	1
toluenr	1
tolune	3
tolune-d8	1
tommgme	4
toralactone	2
torulopsis	1
tosyl isocyanate	1
tosyl-n(n-bu)2	2
tosyliminoiodobenzene	1
tosylurea substituted-calix[4]arene	4
tott	2
totu	1
touene	6
toxic acid	1
tp*rh(pph3)2	30
tpa	10
tpap	99
tpbr3(ncme)	1
tpbr3cu(ncme)	3
tpcd	4
tpck-treated bovine trypsin	79
tpgs-750-m	30
tpgs?750?m	76
tph	1
tpm0188ph	1
tpmscu	1
tpp	51
tpp-ps resin	1
tppcrcl	3
tppda	3
tppmnoac	22
tppts	37
tpru(pph3)(ch3cn)2pf6	78
tprupph3(ch3cn)2sbf6	23
tprupph3(ch3cn)cl	14
tprupph3(ch3cn)pf6	11
tprupph3(mecn)2sbf6	17
tpt	6
tpya	1
tqo	3
traces of a base	1
trametes hirsuta g fcc 047 cell-free extract	6
trans beta-methylstyrene	1
trans cyclohexane-1,2-diamine	9
trans vinyl bromide	1
trans, trans-dibenzylidene acetone	1
trans,trans-1,4-diphenyl-1,3-butadiene	1
trans,trans-w(h)(co)2(no)(pph3)2	4
trans-(+/-)-2-aminocyclohexan-1-ol hydrochloride	18
trans-(2-chloro-2-phenylvinyl)dichloroborane	1
trans-(dicyclohexylamine)2pd(oac)2	2
trans-(mu-acetato)bis[o-(tolylphosphanyl)benzyl]pd2	2
trans-(p,n)-[pdbr(mu-c5h4n-c2,n)(pph3)]2	30
trans-(pcy2ph)2ni(o-tolyl)cl	21
trans-(pcy3)2nicl2	8
trans-(r, r)-[fe(ph2pch2ch=nch(ph)ch(ph)n=chch2pph2)(ch3cn)(co)][bph4]2	4
trans-(r,r)-1,2-cyclohexane-bis(sulfonamide) ligand 6	2
trans-(r,r)-1,2-cyclohexane-bis(sulfonamide) ligand ent-6	4
trans-(r,r)-[fe(ncme)(co)(diph-ethp2n2)][bf4]2	2
trans-1,1',1'',1'''-(((3,10-dichloro-5,5a,6,7,7a,8-hexahydrocyclopenta[1,2-b:1,5-b']dichromene-1,12-diyl)bis(oxy))bis(phosphinetriyl))tetrakis(1h-pyrrole)	3
trans-1,1, 1-trifluoro-4-phenyl-3-buten-2-one	1
trans-1,12-bis((di(1h-pyrrol-1-yl)phosphino)oxy)-5,5a,6,7,7a,8-hexahydrocyclopenta[1,2-b:1,5-b']dichromene	3
trans-1,2-bis(2'-pyridylidenamino)cyclohexane	10
trans-1,2-bis(phospholano)cyclopentane delta-rhodium	1
trans-1,2-bislt;nh-co-(o-c6h4-pph2)gt;cyclohexane	6
trans-1,2-cyclohexanediamine	148
trans-1,2-cyclohexanediamine methanesulfonic acid	3
trans-1,2-cyclohexanediol	2
trans-1,2-cyclohexyldiamine	2
trans-1,2-diaminocyclohexane	3
trans-1,2-dichloroethylene	107
trans-1,2-diphenylethene	1
trans-1,2diaminocyclohexane	14
trans-1,3-dioxane	95
trans-1,3-diphenyl-2-propen-1-one	3
trans-1,3-pentadiene	10
trans-1-(2-ph2p-cyclohexyl)-3,5-dimethyl-1h-pyrazole	1
trans-1-bromo-1-propene	1
trans-1-methyl-propenyl grignard reagent	2
trans-1-phenyl-2-penten-1-one	1
trans-2,3-dibromo-1,4-dichloro-2-butene	1
trans-2,3-dicarbomethoxymethylenecyclopropane	2
trans-2-(n,n-diethylamino)cyclohexane	13
trans-2-aminocyclohexanol hydrochloride	30
trans-2-buten-1-ol	2
trans-2-butene	2
trans-2-hydroxycyclohexyl-4-nitrobenzenesulfonate	1
trans-2-methylstyrene	3
trans-2-octene	1
trans-3,3,5-trimethylcyclohexanone	1
trans-3,7-dimethyl-2,6-octadien-1-al	1
trans-3-(1,1-dimethylethyl)-3-methyl-2-(phenylsulfonyl)oxaziridine	3
trans-3-hexene	2
trans-3-methyl-1,3-pentadiene	2
trans-4,5-methano-l-proline	27
trans-4-fluoro-l-proline	3
trans-4-hydroxy-l-proline-derivatized merrifield resin	13
trans-4-methoxycinnamic acid	1
trans-4-octene	4
trans-4-otbs-l-proline	1
trans-4-tert-butylcyclohexanol	1
trans-[(2-tolyl)3p]2pdcl2	1
trans-[(oc)3fe(mu-(2-oxazoline-2-ylmethyl)ph2p)2cu]bf4	1
trans-[(p(c6h11)3)2(2-tetrafluoropyridyl)fluoronickel]	1
trans-[1,3-bis(2,6-diisopropylphenyl)imidazolin-2-ylidene]pdcl2(nc5h5)	58
trans-[1-(benzyl)-3-(n-t-butylacetamido)imidazol-2-ylidene]pd(pyridine) dichloride	1
trans-[co(3,2,3-tet)cl2]cl	1
trans-[dichloro((s)-2,2'-bis(di-4-tolylphosphino)-1,1'-binaphthyl)((s,s)-1,2-diphenylethylenediamine)ruthenium(ii)]	1
trans-[fe(ncme)co(pph2c6h4ch=nchph)2][bf4]	1
trans-[ni(naph)cl(pph3)2]	120
trans-[nicl2(1,3-dimesitylnaphthoquinimidazolydine)2]	3
trans-[nif(2-c5nf4)(pet)2]	1
trans-[oscl2(dppf)(en)]	14
trans-[pd(nh2)2cl2]	4
trans-[pdcl2(phcn)2]	39
trans-[pt(mu-cl)cl(c2h4)]2	84
trans-[ptcl2(5-methoxy-3,4-dihydro-2h-pyrrole)2	1
trans-[rh(o2)(4-c5f4n)(co)(pet3)2]	3
trans-[rh(pme3)2(co)cl]	4
trans-[rhcl(co)(dppp)]2	8
trans-[ru((r)-3,5-xylyl-binap)(cl2)((r)-daipen)]	3
trans-[ru((r)-binap)(h)2((r,r)-dpen)]	7
trans-[ruh2((r)-2,2?-bis(diphenylphosphino)-1,1?-binaphthyl)((r,r)-1,2-diphenylethylenediamine)]	2
trans-[{1-benzyl-3-(3,3-dimethyl-2-oxobutyl)imidazol-2-ylidene}pd(pyridine)br2]	1
trans-benzyl(chloro)bis(triphenylphosphine)palladium(ii)	11
trans-beta-styryllithium	1
trans-bis(2,3-dihydro-3-methylbenzothiazole-2-ylidene)diiodopalladium(ii)	5
trans-bis(triphenylphosphine)palladium dichloride	1
trans-bis(triphenylphosphine)palladium(ii) chloride	14
trans-bu4n[au(2,4,6-c6f5)2cl2]	2
trans-c6h5chchc6h5	2
trans-ch2chchchch2ch2coco(co)4	1
trans-chloro(dinitrogen)bis(tri-isopropylphosphine)rhodium(i)	5
trans-chlorovinyliodonium dichloride	1
trans-cinnamic acid methyl ester	1
trans-cyclohexanediamine	4
trans-cyclooctane	23
trans-cyclooctene	27
trans-di(mu-acetato)bis[o-(di-o-tolylphosphanyl)bn]dipd(ii)	7
trans-di(mu-acetato)bis[o-(di-o-tolylphosphino)benzyl]dipalladium(ii)	365
trans-di(mu-acetato)bis{o-(d-o-tolylphosphino)benzyl}pd2	3
trans-di-mu-acetatobis[2-(di-o-tolylphosphino)benzyl]pd2	3
trans-dichloro(1,3-bis-(2,6-diisopentylphenyl)imidazolylidinium)(3-chloro-pyridine)	24
trans-dichloro[1-cyclopentadecanyl-3-(2,6-diisopropylphenyl)imidazol-2-yliden](3-chloropyridyl)palladium	1
trans-dichloro[1-cyclopentadecanyl-3-(2,6-diisopropylphenyl)imidazolidin-2-yliden]-(3-chloropyridyl)palladium	1
trans-dichlorobis((s)-2,2'-bis(di-4-tolylphosphino)-1,1'-binaphthyl)((s)-1,1-di-(4-anisyl)-2-isopropyl-1,2-ethylenediamine)ruthenium	1
trans-dichlorobis((s)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl)((s,s)-1,2-diphenylethylenediamine)ruthenium	1
trans-dichlorobis(2,6-dibromphenoxy)oxotungsten(vi)	13
trans-dichlorobis(triphenylphosphine)palladium(ii)	19
trans-dioxo(d4-porphyrinato)ruthenium(vi)	1
trans-dioxomanganese(v) meso-tetrakis(pentafluorophenyl)porphyrin anion	1
trans-eta3-allylpalladium-bis(4,5-substitutedoxazoline) pf6	1
trans-fe(cyclam)	1
trans-formate	2
trans-hydroxycarbene	16
trans-hyp(tbu)-thr(tbu)-tentagel	10
trans-hyponitrous acid	1
trans-l-hydroxy-proline	1
trans-lt;pd(c6cl2f3)i(asph3)2gt;	2
trans-lt;ru(vi)(dianion of 5,10,15,20-tetramesitylporphyrin)(o)2gt;	2
trans-lt;ruiii(no2)(pme3)2(trpy)gt;(2+)	4
trans-n,n'-bis-[pyridin-2-ylmethylene]-cyclohexane-1,2-diamine	6
trans-n,n'-di(2-tolyl)-4,5-(-ch2-)4-imidazolinine-2-thione	1
trans-n,n'-di-(3,3-dimethylbutyl)-1,2-diaminocyclohexane	3
trans-n,n'-dimethyl-1,2-cyclohexanediamine bis-(methanesulfonic acid)	1
trans-n,n'-dimethylcyclohexane-1,2-diamine	144
trans-n,n-bis(p-toluenesulfonyl)-1,2-cyclohexanediamine	2
trans-n,n-dimethyl-1,2-dicyclohexylamine	1
trans-n,n?-bis(2-pyridinylmethylene)-1,2-cyclohexanediamine	1
trans-n,n?-dimethyl-1,2-cyclohexanediamine	21
trans-n,n?-dimethylcyclohexane-1,2-diamine	34
trans-n-cbz-1-amino-1,3-butadiene	1
trans-nn'-ethylenebis(salicylideneiminato)bis(triphenylphosphine)ruthenium(ii)	1
trans-oshcl(co)[pych2nh(ch2)2pipr2]	1
trans-oxalate	2
trans-pd(methyl)(nitrato)(trimethylphosphine)2	1
trans-pdbr(n-succ)(pph3)2	34
trans-phenylethenyl boronic acid	1
trans-pt(pet3)2(cl)(oh)(ooh)(4-trifluoromethylphenyl)	1
trans-rhcl(co)(pph3)2	17
trans-rucl2((r)-binap)((s)-ipban)	1
trans-rucl2((s)-2,2'-bis(di-3,5-xylylphosphino)-1,1'-binaphthyl)((s)-1,1-di(4-anisyl)-2-isopropyl-1,2-ethylenediamine)	1
trans-rucl2((s)-binap)((r)-iphan)	3
trans-rucl2(co)(bis-(2-diphenylphosphinoethyl)amine)	1
trans-rucl2(r)-(s)-josiphos)((1r,2r)-dpen)	1
trans-rucl2-[(r)-xylbinap][(r)-daipen]	1
trans-rucl2[(r)-xylbinap][(r)-daipen]	18
trans-rucl2[(s)-tolbinap][(r)-iphan]	2
trans-rucl2[(s)-xybinap][(s)-daipen]	1
trans-rucl2[(s)-xylbinap][(r)-iphan]	4
trans-rucl2[(s)-xylbinap][(s)-daipen]	7
trans-ruhcl(co)[pych2nh(ch2)2pipr2]	2
trans-ruiicl2-(2,6-di-lt;lt;(s)-4-isopropylgt;oxazol-2-ylgt;pyridine)-(ch2=ch2)	1
trans-tungsten(vi) oxotetrachloride	1
trans-vinyl iodide	2
trans-{bis(tricyclohexylphosphine)pd(ii)(h)(h2o)}bf4	15
trans-{ru[(s)-xylbinap][(s)-daipen]cl2}	1
transbutenic acid ethyl ester	2
trbf4	11
treat-hf	1
tren	1
tri tert-butylphosphoniumtetrafluoroborate	17
tri(2-furyl)germane	6
tri(2-furyl)phosphate	1
tri(2-furyl)phosphine	4
tri(2-hydroxy-1-propyl)-amine	2
tri(2-methoxy-phenyl)-phosphine	105
tri(4,6-dimethyl-3-sulfonatophenyl)phosphine trisodium salt	1
tri(4-methoxy-6-methyl-3-sulfonatophenyl)phosphine trisodium salt	4
tri(4-methylphenyl)amine	2
tri(decyl)(methyl)phosphonium tribromide	4
tri(isobutyl)phosphine	12
tri(isobutyl)silane	2
tri(m-chlorophenyl)-phosphine	59
tri(n-butyl)aluminium	4
tri(n-butyl)ammonium pyrophosphate	113
tri(n-butyl)methylammonium iodide	2
tri(n-butyl)methylstannane	7
tri(n-butyl)silane	40
tri(n-butyl)silyl chloride	1
tri(n-dodecyl)-amine	1
tri(n-propyl)aluminum	2
tri(n-propyl)amine	182
tri(p-methylphenyl)phosphate	1
tri(p-tolyl)aminium hexafluorophosphate	1
tri(p-tolyl)phosphine	3
tri(tert-butyl)phosphine palladium complex	15
tri(tert-butyl)phosphonium tetrafluoroboronate	2116
tri-(2-tert-butyl-4-methylphenyl)phosphite	1
tri-(3-fluorophenyl)-phosphine	2
tri-(hydroxymethyl)-methylamine	130
tri-2-furyl phosphite	12
tri-2-furylphosphine	290
tri-benzylamine	12
tri-bromide	2
tri-butylhexadecylphosphonium bromide	1
