Compound	Occurrences	pubchem_isosmiles
nose gene from escherichia coli	8	empty
nosf gene from escherichia coli	9	empty
nosf gene from escherichia colie	2	empty
nostocyclopeptide pcp-6	2	empty
not given	9495	empty
novabiochem trityl chloride resin	11	empty
novapeg rink amide resin	77	empty
novasyn(r) amino resin hl	1	empty
novm-his6	3	empty
novo sp435	1	empty
novosym 435	8	empty
novozim 435	1	empty
novozym 435	109	empty
novozym 435(r)	5	empty
novozym 435, immobilized from candida antarctica	26	empty
novozym 435庐	3	empty
novozym(r) 435	4	empty
novozym-435	33	empty
novozym435	1	empty
novozyme	3	empty
novozyme 435	27	empty
novozyme-435	15	empty
nox	6	empty
nox (from nano2, conc. h2so4)	1	empty
noyori catalyst	3	empty
noyori catalyst (abcr ab131600)	1	empty
noyori's catalyst	3	empty
noyori's reagent	1	empty
noyori's ruthenium catalyst	1	empty
noyori's ruthenium(ii) transfer hydrogenation catalyst	1	empty
noyoris' (r,r)-ru catalyst	1	empty
npr(6)li	1	empty
npr1275	1	empty
npr1276	3	empty
npr4ruo4	2	empty
npv6mo6	16	empty
nrdd-wildtype	2	empty
nsc 6214	1	C1=CC(=C(C(=C1)Br)O)Br
nsc26899	99	C1C=CN(C=C1C(=O)N)CC2=CC=CC=C2
nscl	1	empty
nsnhnh2	2	empty
nu4nhso4	2	empty
nujol	24	empty
nw(oc(cf3)2ch3)3(dme)	2	empty
nw(oc(cf3)2me)3(dme)	3	empty
o	1	O=O
o'brien's (+)-sparteine surrogate	2	empty
o'brien's (-)-sparteine surrogate	1	empty
o(3p)	4	empty
o(9)-all-n-(2',3',4'-trifluorobenzyl)hydrocinchonidinium bromide	12	empty
o(9)-allyl-n(1)-2',3',4'-trifluorobenzylhydrocinchonidinium bromide	1	empty
o(c6h4-o-((r)-po2c20h12))2	2	empty
o(ch2ch2)2n(ch3)o	1	empty
o(ch2ch2)2nch3	389	empty
o(ch2ch2)2nsf3	1	empty
o(phseo)2	5	empty
o(si(ch3)3)2	1	empty
o,n-bis-(trifluoroacetyl)-hydroxylamine	15	empty
o,n-dimethyl-hydroxylamine hydrochloride	107	CNOC~Cl
o,o'-((r)-1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(r,r)-1-(2-methoxyphenyl)ethylphosphoramidite	10	empty
o,o'-((s)-1,1'-binaphthyl-2,2'-diyl)-n,n'-di-(s,s)-(1-naphthalen-1-yl)-ethyl-phosphoramidite	3	empty
o,o'-(1,1'-biphenyl-2,2'-diyl)-n,n'-bis[(s,s)-1-phenyl-ethyl]phosphoramidite	7	empty
o,o'-(1,1'-biphenyl-2,2'-diyl)-n,n'-diisopropylphosphoramidite	10	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(r,r)-1-naphthylethylphosphoramidite	5	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(r,r)-1-phenylethylphosphoramidite	4	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(r,r)-[phenylethylphosphoramidite]	14	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n,n-diisopropylphosphoramidite	2	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n-((r,r)-2,5-di(2-naphthyl)pyrrolidine)phosphoramidite	70	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n-((r,r)-2,5-di(4-biphenyl)pyrrolidine)phosphoramidite	3	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n-((r,r)-2,5-di(naphthyl)pyrrolidine)	8	empty
o,o'-(r)-(1,1'-dinaphthyl-2,2'-diyl)-n-((r,r)-2,5-diphenylazetidine)phosphoramidite	5	empty
o,o'-(r)-3,3'-bis(triisopropylsilyl)-1,1'-binaphthyl-2,2'-diyl-n,n-dimethylphosphoramidite	22	empty
o,o'-(s)-(1,1'-dinapht.-2,2'-diyl)=p-[n,n-di-(r,r)-ph(me)ch]	3	empty
o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n'-di-(s, s)-[phenylethylphosphoramidite]	4	empty
o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n-di-(r,r)-1-phenylethylphosphoric amide	4	empty
o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n-di-(s,s)-[2-phenylethylphosphoramidite]	92	empty
o,o'-(s)-(1,1'-dinaphthyl-2,2'-diyl)-n,n-di-i-propylphosphoramidite	2	empty
o,o'-1,1'-diphenyl-2,2'-diyl-n,n'-di-(s,s)-1-(2-methoxyphenyl)-ethylphosphoramidite	5	empty
o,o'-2,2'-[(r)-binap]-n,n-di(r)phenylethylphosphoramidite	1	empty
o,o'-2,2'-[(r)-binap]-n,n-di(r,r)phenylethylphosphoramidite	1	empty
o,o'-3,3'-di-tert-butyl-5,5'-dimethoxy-1,1'-biphenyl-2,2'-diyl phosphonate	1	empty
o,o'-diisopropyl hydrogen phosphorodithioate	1	empty
o,o'-dinitrodiphenyl diselenide	2	empty
o,o,o',o'-tetramethyl thiodiphosphate	1	empty
o,o,o-trimethylphosphorothioate	2	COP(=S)(OC)OC
o,o,se-trimethyl phosphoroselenolate	2	empty
o,o-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) hydrazine-1,2-bis(carbothioate)	14	C(COC(=S)NNC(=S)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
o,o-diethyl chlorothiophosphate	3	CCOP(=S)(OCC)Cl
o,o-diethyl o-p-nitrophenyl phosphorothioate	2	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
o,o-diethyl phosphorothioite	7	empty
o,o-diisopropyl hydrogen phosphorodithioate	1	CC(C)OP(=S)(OC(C)C)S
o,o-dimethyl o-p-nitrophenyl phosphorothioate	1	empty
o,o?-(1,1?-dinaphthyl-2,2?-diyl)-n,n-di-iso-propylethylphosphoramidite	5	empty
o,o?-(r)-1,1?-(dinaphthyl-2,2?-diyl)-n,n?-di-(r,r)-1-(2-methoxyphenyl)ethylphosphoramidite	44	empty
o,o?-(s)-1,1?-(dinaphthyl-2,2?-diyl)-n,n?-di-(s,s)-1-(2-methoxyphenyl)ethylphosphoramidite	138	empty
o,s-diethyl-dithiophosphoric acid	3	empty
o-((c6h5)2p)2c6h4	1	empty
o-(1,2-dihydro-2-oxo-1-pyridyl)-n,n,n',n'-tetramethyluronium tetrafluoroborate	8	[B-](F)(F)(F)F~CN(C)C(=[N+](C)C)ON1C=CC=CC1=O
o-(1h-benzotriazol-1-yl)-n,n,n',n'-tetramethyluron	1	empty
o-(1h-benzotriazol-1-yl)-n,n,n',n'-tetramethyluronium hexafluorophosphate	5779	CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1~F[P-](F)(F)(F)(F)F
o-(2,4,6-trimethylbenzenesulfonyl)hydroxylamine	88	CC1=CC(=C(C(=C1)C)S(=O)(=O)ON)C
o-(2,4-dinitro-phenyl)-hydroxylamine	79	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ON
o-(2,4-dinitrophenyl)hydroxylamine	21	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ON
o-(2,4-diphenylphosphenyl)-hydroxylamine	4	empty
o-(2-methoxy-2-propyl)-hydroxylamine	18	empty
o-(2-oxo-1(2h)pyridyl)-n,n,n',n'-tetramethyluronium tetrafluoroborate	2	[B-](F)(F)(F)F~CN(C)C(=[N+](C)C)ON1C=CC=CC1=O
o-(3,4-dihydro-4-oxo-5-azabenzo-1,3-diazin-3-yl)c(nme2)2*pf6	1	empty
o-(3,4-dihydro-4-oxo-azabenzo-1,2,3-triazinyl)c(nme2)2*pf6	2	empty
o-(4-(trifluoromethyl)benzoyl)hydroxylamine	23	C1=CC(=CC=C1C(=O)ON)C(F)(F)F
o-(4-cyanobenzoyl)hydroxylamine	26	C1=CC(=CC=C1C#N)C(=O)ON
o-(4-nitrobenzoyl) hydroxylamine	27	empty
o-(6-chloro-1h-benzotriazol-1-yl)-1,1,3,3-tetramethyluronium hexafluorophosphate	459	empty
o-(7-azabenzotriazol-1-yl)-(ch3)4uronium pf6	2	empty
o-(7-azabenzotriazol-1-yl)-1,1,3,3-bis(tetramethylene)uronium hexafluorophosphate	3	empty
o-(7-azabenzotriazol-1-yl)-1,1:3,3-bis(tetramethylene)uronium tetraluorophosphate	1	empty
o-(7-azabenzotriazol-1-yl)-n,n,n?,n?-tetramethyluronium hexafluorophosphate	4	empty
o-(7-azabenzotriazol-1-yl)hexafluorophosphate	1	empty
o-(benzotriazol-1-yl)-1,1,3,3-bis(pentamethylene)uronium hexafluorophosphate	4	empty
o-(benzotriazol-1-yl)-n,n,n',n'-bis(pentamethylene)uronium tetrafluoroborate	2	empty
o-(benzotriazol-1-yl)-n,n,n',n'-tetramethyluronium tetrafluoroborate	2860	[B-](F)(F)(F)F~CN(C)C(=[N+](C)C)ON1C2=CC=CC=C2N=N1
o-(benzotriazol-1-yl)-n,n,n,n-tetramethyluroniumhexafluorophosphate	49	empty
o-(bis-p-methoxyphenylphosphinyl)hydroxylamine	3	empty
o-(dicyclohexylphosphino)biphenyl	16	C1(CCCCC1)P(C1=C(C=CC=C1)C1=CC=CC=C1)C1CCCCC1
o-(diphenyl-phosphinyl)hydroxylamine	52	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)ON
o-(diphenylphosphinyl)hydroxylamine	2	C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)ON
o-(mesitylsulfonyl)acetohydroxamsaeure-ethylester	1	empty
o-(n-boc-d-prolyl)quinine	6	empty
o-(p-toluenesulfonyl)-hydroxylamine	7	CC1=CC=C(C=C1)S(=O)(=O)ON
o-(pcy2)c6h4-c6h4-(o-oh)c6h4*hbf4	5	empty
o-(tert-butyl)hydroxylamine	15	CC(C)(C)ON
o-(tert-butyldimethyl-silyl)hydroxylamine	33	CC(C)(C)[Si](C)(C)ON
o-(tert-butyldiphenylsilyl)-l-tyrosine lithium salt	23	[Li+]~[Si](C1=CC=CC=C1)(C1=CC=CC=C1)(C(C)(C)C)C1=C(C[C@H](N)C(=O)[O-])C=CC(=C1)O
o-(trimethylsilyl)-hydroxylamine	105	empty
o-(trimethylsilyl)phenyl trifluoromethanesulfonate	17	FC(S(=O)(=O)OC1=C(C=CC=C1)[Si](C)(C)C)(F)F
o-(trimethylsilyl)quinidine	1	empty
o-1-adamantoyl-n-(9-anthracenylmethyl)cinchonium bromide	4	empty
o-1-adamantoyl-n-9-anthracenylmethyl cinchonium chloride	10	empty
o-1-adamantoyl-n-9-anthracenylmethyl-dihydrocinchoninium cl	3	empty
o-1-adamantoyl-n-9-anthracenylmethyldihydrocinchoninium cl	3	empty
o-1-adamantoyl-n-9-antracenylmethyl-dihydrocinchoninium cl	1	empty
o-1-pivaloyl-n-2-nitrobenzyl quininium chloride	13	empty
o-<[cyano(ethoxycarbonyl)methylene]amino>-1,1,3,3-tetramethyluronium tetrafluoroborate	34	empty
o-[(ethoxycarbonyl)cyanomethyleneamino]-n,n,n',n'-tetramethy	4	empty
o-[(ethoxycarbonyl)cyanomethyleneamino]-n,n,n',n'-tetramethyluronium tetrafluoroborate	139	[B-](F)(F)(F)F~CCOC(=O)C(=NOC(=[N+](C)C)N(C)C)C#N
o-acetyl n-hydroxy-2-thiopyridone	3	empty
o-acetyl-iodobenzene	2	C(C)(=O)C1=C(C=CC=C1)I
o-acetylquinidine	1	CC(=O)O[C@H]([C@H]1CC2CCN1CC2C=C)C3=C4C=C(C=CC4=NC=C3)OC
o-allyl n-(9-anthracenylmethyl)cinchoninium bromide	1	empty
o-allyl-1-(2,3,4-trifluorobenzyl)hydrocinchonidinium bromide	1	empty
o-allyl-n-(9-anthracenylmethyl)cinchonidinium bromide	3	C=CCO[C@@H]([C@@H]1C[C@@H]2CC[N+]1(C[C@@H]2C=C)CC3=C4C=CC=CC4=CC5=CC=CC=C53)C6=CC=NC7=CC=CC=C67~[Br-]
o-allyl-n-(9-anthracenylmethyl)cinchonidinum bromide	1	empty
o-allyl-n-9-anthracenylmethylcinchonidinium bromide	1	empty
o-allyl-n-[(1-naphthyl)methyl]cinchonidinium bromide	1	empty
o-aminophenol	17	NC1=C(C=CC=C1)O
o-benzotriazol-1-yl-n,n,n',n'-bis(tetramethylene)uronium hexafluorophosphate	14	empty
o-benzotriazole-n,n,n',n'-tetramethyluronium pf6	2	empty
o-benzoyl-o'-thiobenzoyl-biphenyl	6	empty
o-benzoyl-quinine	2	empty
o-benzoylquinidine	27	COC1=CC2=C(C=C1)N=C(C=C2[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O)C(=O)C5=CC=CC=C5
o-benzoylquinine	13	COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)OC(=O)C5=CC=CC=C5
o-benzyl-hydroxylamine	8	C1=CC=C(C=C1)CON
o-benzyl-hydroxylamine hydrochloride	2	C1=CC=C(C=C1)CON~Cl
o-benzyl-n,n'-diisopropylisoharnstoff	1	empty
o-bis(phenylcarbamoylmethyl)benzene	1	C1(=CC=CC=C1)NC(=O)CC1=C(C=CC=C1)CC(NC1=CC=CC=C1)=O
o-bromotoluene	1	BrC1=C(C)C=CC=C1
o-c6h4((r)-po2c20h12)2	2	empty
o-carborane	2	B1=BB=BB=B/C=C\B=BB=B1
o-ch3c6h4nibr(pet3)2	8	empty
o-chloranil	4	C1(=C(C(=O)C(=O)C(=C1Cl)Cl)Cl)Cl
o-chloro-sodium benzoate	3	empty
o-covered mo(110)	2	empty
o-cyclohexyl n-phenylcarbamothioate	1	C1CCC(CC1)OC(=S)NC2=CC=CC=C2
o-desmethylquinine	1	empty
o-deuterio-cyclohex-2-enol	1	[2H]C=1C(CCCC1)O
o-deuterio-methanesulfonic acid	1	empty
o-di-fluorobenzene	782	FC1=C(C=CC=C1)F
o-dichlorobenzene-d4	6	ClC1=C(C(=C(C(=C1[2H])[2H])[2H])[2H])Cl
o-diphenylphosphanyl-cinchonine	3	empty
o-diphenylphosphanyl-quinidine	3	empty
o-ethyl benzenecarbothioic acid	1	C(C)C1=C(C=CC=C1)C(O)=S
o-ethyl hydroxylamine	1	CCON
o-ethyl s-benzoyl xanthate	4	empty
o-fluoranil	1	empty
o-fluoro-benzoic acid	18	FC1=C(C(=O)O)C=CC=C1
o-hydroxybenzaldehyde oxime	26	OC1=C(C=NO)C=CC=C1
o-hydroxybenzoic acid ethyl ester	1	C(C)OC(C1=C(C=CC=C1)O)=O
o-hydroxynitrobenzene	14	OC1=C(C=CC=C1)[N+](=O)[O-]
o-iodomagnesio-benzhydrol	1	I[Mg]C1=C(C(C2=CC=CC=C2)O)C=CC=C1
o-iodomagnesio-hydrobenzoin	1	empty
o-iodoxybenzoic acid	421	I(=O)(=O)C1=C(C(=O)O)C=CC=C1
o-iodoxybenzoic acid*n-methylmorpholine n-oxide complex	1	empty
o-iodoxyiodobenzene	4	I(=O)(=O)C1=C(C=CC=C1)I
o-isopropoxy-phch=rucl2(pcy3)2	1	empty
o-mec6h4obu	1	empty
o-mesitylenesulfonylhydroxylamine	6	C1(=C(C(=CC(=C1)C)C)S(=O)(=O)NO)C
o-methoxylamine hydrochloride	1	empty
o-methyl cinchonidinium salt	1	empty
o-methylhydroxylamin	5	empty
o-methylmethoxybenzene	27	CCOC1=CC=CC=C1
o-nitro-benzaldoxime	3	[N+](=O)([O-])C1=C(C=NO)C=CC=C1
o-nitrobenzenesulfonyl hydrazide	322	empty
o-nitroselenocyanate	2	empty
o-p(t-bu)2auclc6h4-ph	9	empty
o-ph2c2h10b10	1	empty
o-phen	19	empty
o-phenanthroline monohydrochloride	3	empty
o-phenyl carbonochloridothioate	1	C1=CC=C(C=C1)OC(=S)Cl
o-phenyl phosphorodichloridate	2	empty
o-phenylene-bislt;diphenylphosphinogt;-nickel(ii) bromide	2	empty
o-phenylenebis(diphenylphosphine)	63	C1(=C(C=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
o-phenylenediamine dihydrochloride	5	Cl~Cl~C1(=C(C=CC=C1)N)N
o-pivaloylhydroxylamine hydrochloride	1	CC(C)(C)C(=O)ON~Cl
o-potassio-3,3-dimethyl-2-butanone	1	empty
o-t-bu-l-threonine	1	empty
o-t-butyldiphenylsilyl (s)-beta-homoserine	6	empty
o-tbdps-proline	6	empty
o-tbu-l-threonine	14	empty
o-tbu-thr	1	empty
o-tert-butyl-n,n?-diisopropylisourea	3	empty
o-tert-butyldiphenylsilyl (s)-beta-homoserine lithium salt	6	empty
o-ti-nay	1	empty
o-tmeda	29	empty
o-tms quinidine	4	empty
o-tms quinine	2	empty
o-toluenesulfonic acid	1	CC=1C(=CC=CC1)S(=O)(=O)O
o-tolylmagnesium iodide	1	C1(=C(C=CC=C1)[Mg]I)C
o-trimethylsilyl-alpha,alpha-diphenylprolinol	1	empty
o-trimethylsilylquinine	1	empty
o-tritylhydroxyl-amine resin	1	empty
o-xylene	1769	C=1(C(=CC=CC1)C)C
o-xylene-d10	14	C1(=C(C(=C(C(=C1[2H])[2H])[2H])[2H])C([2H])([2H])[2H])C([2H])([2H])[2H]
o2	303	O=O
o2 or air	2	empty
o2 or benzoquinone	1	empty
o2 or fecl3	1	empty
o2 or i2	1	empty
o2(1+)*asf6(1-)=(o2)asf6	1	empty
o2, air	1	empty
o2-chloromethyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate	1	empty
o2-radical anion	1	empty
o2pt(4-)	1	empty
o2pt(pcy3)2	1	empty
o2w(1-)*li(1+)	6	empty
o3	2	[O-][O+]=O
o3,k2co3 buffer	1	empty
o3s2(2-)*mg(2+)	7	empty
o3si(ch2)3p(c4h9)3br	2	empty
o3si(ch2)3sh	4	empty
o4p(3-)*3k(1+)*3.2h2o	3	empty
o4p(3-)*4k(1+)	5	empty
o4s(2-)*2ni(1+)	2	empty
o4s(2-)*os(2+)	1	empty
o=p(mench2ch2)3n	4	empty
o=v(osiph3)3	41	empty
o[p(o)cl2]2	4	empty
obimpf6	1	empty
oc(ch3)c(n2)p(o)(och3)2	1	empty
oc2sncl2	16	empty
oc6h2(c(ch3)3)3	2	empty
oc6h4o	1	empty
occaptasba15	1	empty
ocl2 or m-chloroperoxybenzoic acid	1	empty
oct-1-ene	35	C=CCCCCCC
oct-2-enoic acid	1	C(C=CCCCCC)(=O)O
oct-4-yn-3-ol-1,2,3-d6	1	empty
oct-4-yn-6-ol-1,2,3-d7	1	empty
oct3(me)nhso4	1	empty
oct3snd	1	empty
octa-1,7-diene	9	C=CCCCCC=C
octachlorocyclotetraphosphazatetraene	12	ClP1(=NP(=NP(=NP(=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl
octachlorocyclotetraphosphazene	2	ClP1(=NP(=NP(=NP(=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl
octadecafluorodecahydronaphthalene (cis+trans)	9	empty
octadecanoic acid	4	C(CCCCCCCCCCCCCCCCC)(=O)O
octadecyl octadecylamine	1	C(CCCCCCCCCCCCCCCCC)NCCCCCCCCCCCCCCCCCC
octadecyl-trimethylammonium chloride	9	[Cl-]~C(CCCCCCCCCCCCCCCCC)[N+](C)(C)C
octafluoronaphthalene	1	FC=1C(=C(C(=C2C(=C(C(=C(C12)F)F)F)F)F)F)F
octafluorotoluene	23	FC1=C(C(=C(C(=C1C(F)(F)F)F)F)F)F
octahydro-isoquinoline	5	C1NCCC2CCCC=C12
octahydrobenzo[1,3,2]diazaphosphol-2-yloxypyrrolidine ligand	1	empty
octamethylcalix[4]pyrrole	1	empty
octamethylcyclotetrasiloxane	1	C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C
octamethylferrocene	4	CC1=C(C(=C([CH-]1)C)C)C~[CH-]1C(=C(C(=C1C)C)C)C~[Fe+2]
octane	648	CCCCCCCC
octane-1-acetic acid	47	empty
octanethiol	3	C(CCCCCCC)S
octanoic acid	29	C(CCCCCCC)(=O)O
octanoic acid methyl ester	8	COC(CCCCCCC)=O
octanol	63	C(CCCCCCC)O
octasulfur	10	S1SSSSSSS1
octyl 2-(n-(4,6-dimethoxy-1,3,5-triazin-2-yl)-n,n-dimethylammonio)acetate trifluoromethanesulfonate	10	empty
octyl benzyl phthalate	3	C(C=1C(C(=O)OCC2=CC=CC=C2)=CC=CC1)(=O)OCCCCCCCC
octylated silica	6	empty
octyldodecane	1	C(CCCCCCC)CCCCCCCCCCCC
octyne-4	15	empty
od(pph3)4	1	empty
oetcch2snme3	1	empty
oh radical	2	empty
oh(1-)	26	empty
oh--modified hydrotalcite	24	empty
oh-containing nucleophile	1	empty
ohira's reagent	1	CC(=O)C(=[N+]=[N-])P(=O)(OC)OC
oic acid free al2o3	1	empty
oil	239	empty
okamoto catalyst	111	empty
okamoto's isothiourea	2	empty
olah's reagent	4	C1=CC=NC=C1~F
old yellow enzyme 1	2	empty
old yellow enzyme 2	1	empty
old yellow enzyme 3	2	empty
oled a242v/s132f/p67t triple mutant	29	empty
oled variant tdp-16 (p67t/s312f/a242l/q268v)	2	empty
olefine	1	empty
oleum	2	OS(=O)(=O)O~O=S(=O)=O
oleum (30  free so3)	1	empty
oleum(20 so3)	1	empty
oleum, fuming sulfuric acid, 20 so3	1	empty
oligomer from o3 and trans-di-tert-butylethylene	3	empty
oligomer obtained from t-(ch3)2chch=chch(ch3)2	1	empty
oligomer obtained from t-ch3ch2ch=chch2ch3	1	empty
oligomeric (s,s)-co(salen)	1	empty
oligomeric (salen)co complex	3	empty
oligomeric (salen)co(iii) complex	7	empty
oligomeric alkyl cyclohexylcarbodiimide	33	empty
oligomeric grubbs-hoveyda type ruthenium-carbene complex	1	empty
oligomeric ru complex [cp*rucl2]n	1	empty
omega-simes-cf3	15	empty
omegata ata-117 102907ww	2	empty
onme3	6	empty
onoo(-)	9	empty
opcy3	12	empty
oppenauer oxidation	1	empty
or benzoin	1	empty
or diethanolamine or triethanolamine;	1	empty
orange cret+.	5	empty
orange cret.+	3	empty
ordered nanoporous aluminophosphate	1	empty
organic acids	1	empty
organic base	60	empty
organic framework from tetra(4-formylphenyl)methane and 3,3'-diaminobenzidine	6	empty
organic hydrotrioxide	6	empty
organic solvent	1	empty
organic-inorganic hybrid mfi-type lamellar zeolite catalyst (lmfi-i)	5	empty
organocatalyst	19	empty
organometallic, pi-coordinated iron hydride	12	empty
organosilane sulfonated graphene oxide nanocatalyst	12	empty
ormosil carrying h2n(ch2)2nh(ch2)3 functional groups	1	empty
orophosphate	4	empty
ortho-(diphenyl-phosphino)-benzene sulphonic acid	6	C1(=CC=CC=C1)P(C1=C(C=CC=C1)S(=O)(=O)O)C1=CC=CC=C1
ortho-anisaldehyde	2	C(C=1C(=CC=CC1)OC)=O
ortho-chlorobenzoic acid	7	ClC1=C(C(=O)O)C=CC=C1
ortho-chlorotoluene	9	ClC1=C(C)C=CC=C1
ortho-cresol	5	C1(=CC=CC=C1O)C
ortho-dibromobenzene	3	BrC1=C(C=CC=C1)Br
ortho-difluorobenzene	13	FC1=C(C=CC=C1)F
ortho-fluorobromobenzene	3	FC1=C(C=CC=C1)Br
ortho-hydrogen phosphate	18	empty
ortho-iodophenylboronic acid	8	IC1=C(C=CC=C1)B(O)O
ortho-iodoxybenzoic acid	3	I(=O)(=O)C1=C(C(=O)O)C=CC=C1
ortho-ipr-hoveyda-grubbs ii catalyst	1	empty
ortho-isocyanobiphenyl	1	[N+](#[C-])C1=C(C=CC=C1)C1=CC=CC=C1
ortho-methoxybenzoic acid	1	COC1=C(C(=O)O)C=CC=C1
ortho-methylbenzoic acid	2	CC1=C(C(=O)O)C=CC=C1
ortho-methylbenzophenone	1	CC1=C(C=CC=C1)C(C1=CC=CC=C1)=O
ortho-nitrobenzoic acid	211	[N+](=O)([O-])C1=C(C(=O)O)C=CC=C1
ortho-nitrophenyl selenocyanate	141	[N+](=O)([O-])C1=C(C=CC=C1)[Se]C#N
ortho-tolylphosphine	1	C1(=C(C=CC=C1)P)C
ortho-trifluoromethylbenzoic acid	3	FC(C1=C(C(=O)O)C=CC=C1)(F)F
orthoacetic acid trimethyl ester	77	COC(C)(OC)OC
orthoarsenic acid	93	O[As](=O)(O)O
orthoethylformate	1	empty
orthoformic acid triethyl ester	565	C(C)OC(OCC)OCC
orthopalladated dimer of tris(2,4-di-tert-butylphenyl)phosphite and pdcl2	5	empty
orthophosphorus acid	139	empty
orthosilicic acid tetramethyl ester	27	CO[Si](OC)(OC)OC
orthotelluric acid	2	[Te](O)(O)(O)(O)(O)O
os(4+)*6ho(1-)*2k(1+)	6	empty
os(iii)	1	empty
os(iii) chloride	17	empty
os(nh3)5(otf)3	6	empty
os(vi)o2[n(t-bu)ch(ph)ch(ph)n(t-bu)]	5	empty
os2o4	1	empty
oscl2(triphenylphosphine)3	4	empty
oshcl(co)(pme-t-bu2)2	2	empty
osmium	10	[Os]
osmium tetraoxide stabilized tert-butyl peroxide	1	empty
osmium(iii) chloride	1	[Os](Cl)(Cl)Cl
osmium(iii) chloride hydrate	1	O~[Os](Cl)(Cl)Cl
osmium(viii) oxide	7019	[Os](=O)(=O)(=O)=O
oso4	1	O=[Os](=O)(=O)=O
oso4 immobilized on amberlite xad-4	6	empty
oso4 on polyvinylpyridine	1	empty
otera stannoxane	1	empty
otera's catalyst	24	empty
otera's reagent	1	empty
otera?s catalyst	1	empty
other reagents	3	empty
other temp, times, other nitrogen heterocycles as reactants	1	empty
oudemansiella radicata	1	empty
ov-17	1	empty
ovothiol a	4	CN1C=NC(=C1C[C@@H](C(=O)O)N)S
oxabirinane-ag+blt;c6h3-3,5-(cf3)2gt;4-	1	empty
oxaborolidine	1	O1BCCC1
oxacyclopentane	1	O1CCCC1
oxalic acid	1009	C(C(=O)O)(=O)O
oxalic acid boric acid catalyst	1	empty
oxalic acid chloride	56	C(C(=O)Cl)(=O)Cl
oxalic acid diethyl ester	27	C(C)OC(C(=O)OCC)=O
oxalic acid dihydrazide	52	C(C(=O)NN)(=O)NN
oxalic acid diimidazolide	1	[N-]1C=NC=C1~[N-]1C=NC=C1~C(C(=O)O)(=O)O
oxalic acid dimethyl ester	3	COC(C(=O)OC)=O
oxalic buffer	10	empty
oxallyl chloride	3	empty
oxalyl bromide	5	C(C(=O)Br)(=O)Br
oxalyl chloride	1	C(C(=O)Cl)(=O)Cl
oxalyl dichloride	18357	C(C(=O)Cl)(=O)Cl
oxazabirinane-ag+blt;c6h3-3,5-(cf3)2gt;4-	1	empty
oxazaborilidine compound (2)	1	empty
oxazaborole	1	O1N=BC=C1
oxazaborolidine (from n-(p-toluenesulfonyl-(s)-tryptophan and hb(oh)2)	1	empty
oxazaborolidine (from n-(p-toluenesulfonyl-(s)-tryptophan and n-bub(oh)2)	2	empty
oxazaborolidine compound (2)	5	empty
oxazaborolidine compound (enantiomer of 2)	1	empty
oxazaborolidine derived from (r)-beta-methyl-n-(p-tolylsulfonyl)tryptophan	2	empty
oxazaborolidine derived from n-(p-tolylsulfonyl)tryptophan	1	empty
oxazaborolidine from (1r,2s)-2-amino-1,2-diphenylethanol and n-butylboronic acid	3	empty
oxazaborolidine from (1r,2s)-2-amino-1,2-diphenylethanol and triphenylboroxine	2	empty
oxazaborolidine*bh3	1	empty
oxazaborolidinium(1+)*tf2n(1-)	6	empty
oxaziridine (substituted)	1	empty
oxazolidin-2-one	4	O1C(NCC1)=O
oxazolidine-2,4-dione	1	O1C(NC(C1)=O)=O
